Date,Station,Depth,Fmax1,Fmax2,Fmax3,Fmax4,BIX,HIX,T/B,A/C,M/C,ch4_umolL,co2_umolL,TN_ugL,TP_ugL,NH4_ugL,NO3NO2_ugL,SRP_ugL,DOC_mgL,DIC_mgL,DC_mgL,DN_mgL,temp,DO,chla,Flora_ugL,Flow_cms,Rain_Total_mm,ShortwaveRadiationUp_Average_W_m2
2019-06-10T05:00:00Z,200,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5470509569999997,105.31151155,419,53.7,32,44,9,1.9,4.2,6.1,0.2,NA,NA,NA,NA,NA,NA,NA
2019-06-13T05:00:00Z,50,0.1,0.496957538,0.548101975,0.101123097,0.226326634,0.624577397,3.430744615,1.097460038,2.130888411,0.854696168,0.27929701100000004,9.9158919435,300,9.9,NA,NA,NA,NA,NA,NA,NA,21.615495652173912,9.031991304347827,1.7213434782608696,9.13,NA,1.016,1216
2019-06-13T05:00:00Z,50,5,0.399235445,0.527620241,0.024554476,0.05316049,0.627947217,9.35611772,0.750664764,1.833680175,0.762029591,0.084124018,150.77874235000002,282,9.9,NA,NA,NA,NA,NA,NA,NA,10.19185,6.55945,2.0167333333333333,8.13642857142857,NA,NA,NA
2019-06-13T05:00:00Z,50,9,0.386503504,0.463097803,0.136698439,0.13291203,0.671432572,4.801836667,1.403905122,1.924484896,0.817713703,0.0508236995,232.5572077,385,8.7,NA,NA,NA,NA,NA,NA,NA,10.11170625,6.6879375,1.40224375,4.851818181818182,NA,NA,NA
2019-06-17T05:00:00Z,50,0.1,0.45698206,0.515101111,0.070774675,0.210084307,0.633905315,3.77892313,1.083314744,2.172806692,0.899134172,0.267162221,12.10940746,250.5,9,4,3,3,2.8,2.9,5.7,0.15,23.415439141414144,6.976614646464647,0.9057189393939394,7.15,NA,2.54,1190
2019-06-17T05:00:00Z,50,5,0.203131466,0.289367122,0.118259126,0.070332771,0.677911584,3.843361632,1.124207406,1.973346681,0.859326978,0.124955332,194.66100235,421,6.9,18,3,6,1.2,3.2,4.4,0.1,10.413491666666667,7.247016666666667,1.2884,7.015000000000001,NA,NA,NA
2019-06-17T05:00:00Z,50,9,0.203049185,0.288226469,0.117408331,0.070097102,0.676352431,3.848783873,1.124207406,1.967688687,0.857938805,0.1358275195,254.0917307,180,6,27,3,1,1.7,3.7,5.4,0.1,10.34785,7.25051,1.1221999999999999,3.175,NA,NA,NA
2019-06-17T05:00:00Z,100,0.1,0.34623686,0.31172642,0.09372322,0.106268145,0.639584257,4.687339566,1.353122844,1.927216727,0.778933287,0.026522579,20.088165505,412,14.3,10,65,7,0.1,3.7,3.8,0.1,NA,NA,NA,NA,0.03844327003339179,NA,NA
2019-06-17T05:00:00Z,200,0.1,0.862756532,0.682849238,0.23699738,0.156239987,0.545747674,5.753420322,1.255772488,1.934734381,0.686058547,2.5767895000000003,86.07632465500001,412,48.5,31,52,8,2.4,4,6.5,0.15,NA,NA,NA,NA,NA,NA,NA
2019-06-20T05:00:00Z,50,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6145237619999999,14.861316774999999,424,5.9,16,7,5,NA,NA,NA,NA,24.81856805555556,5.905413194444444,1.9959465277777775,9.874,NA,0,1289
2019-06-20T05:00:00Z,50,5,0.521954707,0.488888373,0.337152038,0.238680734,0.702701312,2.859358399,0.986549528,2.094259408,0.862416906,0.0603491485,261.36088835,346,4.7,NA,NA,NA,NA,NA,NA,NA,10.600155555555556,6.316455555555556,1.0420888888888888,6.467777777777778,NA,NA,NA
